province_territory,climate_zone,metro,sector,vintage,building_type,building_envelope_bin,year,equipment_config_id,equipment_stock_share_pct
QC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_005,0.0200949863345132
QC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,school,all,2021,config_hvac_com_001,0.258985840493767
QC,all,all,com,ex,school,all,2021,config_hvac_com_002,0.652281253781919
QC,all,all,com,ex,school,all,2021,config_hvac_com_003,0.0575819920125862
QC,all,all,com,ex,school,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,school,all,2021,config_hvac_com_005,0.031150913711727
QC,all,all,com,ex,school,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,school,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,school,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,school,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,school,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,university,all,2021,config_hvac_com_001,0.258985840493767
QC,all,all,com,ex,university,all,2021,config_hvac_com_002,0.652281253781919
QC,all,all,com,ex,university,all,2021,config_hvac_com_003,0.0575819920125862
QC,all,all,com,ex,university,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,university,all,2021,config_hvac_com_005,0.031150913711727
QC,all,all,com,ex,university,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,university,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,university,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,university,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,university,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_001,0.255318119116188
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_002,0.655961859587135
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_003,0.0575736308414608
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_005,0.0311463904552165
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,warehouse,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,retail,all,2021,config_hvac_com_001,0.313894922779462
QC,all,all,com,ex,retail,all,2021,config_hvac_com_002,0.604182082925549
QC,all,all,com,ex,retail,all,2021,config_hvac_com_003,0.0530637576683456
QC,all,all,com,ex,retail,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,retail,all,2021,config_hvac_com_005,0.0288592366266441
QC,all,all,com,ex,retail,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,retail,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,retail,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,retail,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,retail,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_001,0.258985840493767
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_002,0.652281253781919
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_003,0.0575819920125862
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_005,0.031150913711727
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,hotel,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_001,0.258985840493767
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_002,0.652281253781919
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_003,0.0575819920125862
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_005,0.031150913711727
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,restaurant,all,2021,config_hvac_com_010,0
QC,all,all,com,ex,other,all,2021,config_hvac_com_001,0.258985840493767
QC,all,all,com,ex,other,all,2021,config_hvac_com_002,0.652281253781919
QC,all,all,com,ex,other,all,2021,config_hvac_com_003,0.0575819920125862
QC,all,all,com,ex,other,all,2021,config_hvac_com_004,0
QC,all,all,com,ex,other,all,2021,config_hvac_com_005,0.031150913711727
QC,all,all,com,ex,other,all,2021,config_hvac_com_006,0
QC,all,all,com,ex,other,all,2021,config_hvac_com_007,0
QC,all,all,com,ex,other,all,2021,config_hvac_com_008,0
QC,all,all,com,ex,other,all,2021,config_hvac_com_009,0
QC,all,all,com,ex,other,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,hospital,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,outpatient,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,longtermcare,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,smalloffice,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,largeoffice,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,school,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,school,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,school,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,school,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,university,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,university,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,university,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,university,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,warehouse,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,retail,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,retail,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,retail,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,retail,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,hotel,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,restaurant,all,2021,config_hvac_com_010,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_001,0.158384478321125
SK,all,all,com,ex,other,all,2021,config_hvac_com_002,0.840650366264106
SK,all,all,com,ex,other,all,2021,config_hvac_com_003,0.000965155414769353
SK,all,all,com,ex,other,all,2021,config_hvac_com_004,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_005,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_006,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_007,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_008,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_009,0
SK,all,all,com,ex,other,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_001,0.196270853778214
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_002,0.795117762512267
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_003,0.00191364082433759
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_005,0.00669774288518155
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,hospital,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_001,0.196270853778214
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_002,0.795117762512267
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_003,0.00191364082433759
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_005,0.00669774288518155
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,outpatient,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_001,0.196270853778214
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_002,0.795117762512267
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_003,0.00191364082433759
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_005,0.00669774288518155
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,longtermcare,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_001,0.220990427817933
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_002,0.749487204532135
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_003,0.0238083610080094
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_005,0.00571400664192225
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,smalloffice,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_001,0.220990427817933
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_002,0.749487204532135
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_003,0.0238083610080094
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_005,0.00571400664192225
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_001,0.220990427817933
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_002,0.749487204532135
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_003,0.0238083610080094
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_005,0.00571400664192225
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,largeoffice,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,school,all,2021,config_hvac_com_001,0.196270853778214
TR,all,all,com,ex,school,all,2021,config_hvac_com_002,0.793204121687929
TR,all,all,com,ex,school,all,2021,config_hvac_com_003,0.00191364082433759
TR,all,all,com,ex,school,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,school,all,2021,config_hvac_com_005,0.00861138370951914
TR,all,all,com,ex,school,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,school,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,school,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,school,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,school,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,university,all,2021,config_hvac_com_001,0.196270853778214
TR,all,all,com,ex,university,all,2021,config_hvac_com_002,0.793204121687929
TR,all,all,com,ex,university,all,2021,config_hvac_com_003,0.00191364082433759
TR,all,all,com,ex,university,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,university,all,2021,config_hvac_com_005,0.00861138370951914
TR,all,all,com,ex,university,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,university,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,university,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,university,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,university,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_001,0.196270853778214
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_002,0.796074582924436
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_003,0.000956820412168793
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_005,0.00669774288518155
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,warehouse,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,retail,all,2021,config_hvac_com_001,0.218457858380727
TR,all,all,com,ex,retail,all,2021,config_hvac_com_002,0.77487856672118
TR,all,all,com,ex,retail,all,2021,config_hvac_com_003,0.000951939271156241
TR,all,all,com,ex,retail,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,retail,all,2021,config_hvac_com_005,0.00571163562693744
TR,all,all,com,ex,retail,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,retail,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,retail,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,retail,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,retail,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_001,0.199789179516093
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_002,0.747628269556051
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_003,0.00956046380506459
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_005,0.0430220871227907
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,hotel,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_001,0.199789179516093
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_002,0.747628269556051
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_003,0.00956046380506459
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_005,0.0430220871227907
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,restaurant,all,2021,config_hvac_com_010,0
TR,all,all,com,ex,other,all,2021,config_hvac_com_001,0.200960690128419
TR,all,all,com,ex,other,all,2021,config_hvac_com_002,0.735001470444074
TR,all,all,com,ex,other,all,2021,config_hvac_com_003,0.015292618370748
TR,all,all,com,ex,other,all,2021,config_hvac_com_004,0
TR,all,all,com,ex,other,all,2021,config_hvac_com_005,0.0487452210567591
TR,all,all,com,ex,other,all,2021,config_hvac_com_006,0
TR,all,all,com,ex,other,all,2021,config_hvac_com_007,0
TR,all,all,com,ex,other,all,2021,config_hvac_com_008,0
TR,all,all,com,ex,other,all,2021,config_hvac_com_009,0
TR,all,all,com,ex,other,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,hospital,all,2021,config_dhw_com_001,0.019168839135102
AB,all,all,com,ex,hospital,all,2021,config_dhw_com_002,0.970863364514645
AB,all,all,com,ex,hospital,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,hospital,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,hospital,all,2021,config_dhw_com_005,0.00996779635025303
AB,all,all,com,ex,outpatient,all,2021,config_dhw_com_001,0.019168839135102
AB,all,all,com,ex,outpatient,all,2021,config_dhw_com_002,0.970863364514645
AB,all,all,com,ex,outpatient,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,outpatient,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,outpatient,all,2021,config_dhw_com_005,0.00996779635025303
AB,all,all,com,ex,longtermcare,all,2021,config_dhw_com_001,0.019168839135102
AB,all,all,com,ex,longtermcare,all,2021,config_dhw_com_002,0.970863364514645
AB,all,all,com,ex,longtermcare,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,longtermcare,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,longtermcare,all,2021,config_dhw_com_005,0.00996779635025303
AB,all,all,com,ex,smalloffice,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,smalloffice,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,smalloffice,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,smalloffice,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,smalloffice,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,mediumoffice,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,mediumoffice,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,mediumoffice,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,mediumoffice,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,mediumoffice,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,largeoffice,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,largeoffice,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,largeoffice,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,largeoffice,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,largeoffice,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,school,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,school,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,school,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,school,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,school,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,university,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,university,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,university,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,university,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,university,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,warehouse,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,warehouse,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,warehouse,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,warehouse,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,warehouse,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,retail,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,retail,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,retail,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,retail,all,2021,config_dhw_com_004,0
AB,all,all,com,ex,retail,all,2021,config_dhw_com_005,0.00992998090388288
AB,all,all,com,ex,hotel,all,2021,config_dhw_com_001,0.0318268618714195
AB,all,all,com,ex,hotel,all,2021,config_dhw_com_002,0.958243157224698
AB,all,all,com,ex,hotel,all,2021,config_dhw_com_003,0
AB,all,all,com,ex,hotel,all,2021,config_dhw_com_004,0
