province_territory,climate_zone,metro,sector,vintage,building_type,building_envelope_bin,year,equipment_config_id,equipment_stock_share_pct
ON,all,all,res,ex,sfd,all,2021,config_dhw_res_002,0.81000
ON,all,all,res,ex,sfd,all,2021,config_dhw_res_003,0.00500
ON,all,all,res,ex,sfd,all,2021,config_dhw_res_004,0.01000
ON,all,all,res,ex,sfd,all,2021,config_dhw_res_005,0.00083
ON,all,all,res,ex,sfd,all,2021,config_dhw_res_009,0.00000
ON,all,all,res,ex,row,all,2021,config_dhw_res_001,0.17417
ON,all,all,res,ex,row,all,2021,config_dhw_res_002,0.81000
ON,all,all,res,ex,row,all,2021,config_dhw_res_003,0.00500
ON,all,all,res,ex,row,all,2021,config_dhw_res_004,0.01000
ON,all,all,res,ex,row,all,2021,config_dhw_res_005,0.00083
ON,all,all,res,ex,row,all,2021,config_dhw_res_009,0.00000
ON,all,all,res,ex,apt,all,2021,config_dhw_res_001,0.17417
ON,all,all,res,ex,apt,all,2021,config_dhw_res_002,0.81000
ON,all,all,res,ex,apt,all,2021,config_dhw_res_003,0.00500
ON,all,all,res,ex,apt,all,2021,config_dhw_res_004,0.01000
ON,all,all,res,ex,apt,all,2021,config_dhw_res_005,0.00083
ON,all,all,res,ex,apt,all,2021,config_dhw_res_009,0.00000
ON,all,all,res,ex,mob,all,2021,config_dhw_res_001,0.17417
ON,all,all,res,ex,mob,all,2021,config_dhw_res_002,0.81000
ON,all,all,res,ex,mob,all,2021,config_dhw_res_003,0.00500
ON,all,all,res,ex,mob,all,2021,config_dhw_res_004,0.01000
ON,all,all,res,ex,mob,all,2021,config_dhw_res_005,0.00083
ON,all,all,res,ex,mob,all,2021,config_dhw_res_009,0.00000
PE,all,all,res,ex,sfd,all,2021,config_dhw_res_001,0.27000
PE,all,all,res,ex,sfd,all,2021,config_dhw_res_002,0.00000
PE,all,all,res,ex,sfd,all,2021,config_dhw_res_003,0.64800
PE,all,all,res,ex,sfd,all,2021,config_dhw_res_004,0.00200
PE,all,all,res,ex,sfd,all,2021,config_dhw_res_005,0.08000
PE,all,all,res,ex,sfd,all,2021,config_dhw_res_009,0.00000
PE,all,all,res,ex,row,all,2021,config_dhw_res_001,0.27000
PE,all,all,res,ex,row,all,2021,config_dhw_res_002,0.00000
PE,all,all,res,ex,row,all,2021,config_dhw_res_003,0.64800
PE,all,all,res,ex,row,all,2021,config_dhw_res_004,0.00200
PE,all,all,res,ex,row,all,2021,config_dhw_res_005,0.08000
PE,all,all,res,ex,row,all,2021,config_dhw_res_009,0.00000
PE,all,all,res,ex,apt,all,2021,config_dhw_res_001,0.27000
PE,all,all,res,ex,apt,all,2021,config_dhw_res_002,0.00000
PE,all,all,res,ex,apt,all,2021,config_dhw_res_003,0.64800
PE,all,all,res,ex,apt,all,2021,config_dhw_res_004,0.00200
PE,all,all,res,ex,apt,all,2021,config_dhw_res_005,0.08000
PE,all,all,res,ex,apt,all,2021,config_dhw_res_009,0.00000
PE,all,all,res,ex,mob,all,2021,config_dhw_res_001,0.27000
PE,all,all,res,ex,mob,all,2021,config_dhw_res_002,0.00000
PE,all,all,res,ex,mob,all,2021,config_dhw_res_003,0.64800
PE,all,all,res,ex,mob,all,2021,config_dhw_res_004,0.00200
PE,all,all,res,ex,mob,all,2021,config_dhw_res_005,0.08000
PE,all,all,res,ex,mob,all,2021,config_dhw_res_009,0.00000
QC,all,all,res,ex,sfd,all,2021,config_dhw_res_001,0.92167
QC,all,all,res,ex,sfd,all,2021,config_dhw_res_002,0.07000
QC,all,all,res,ex,sfd,all,2021,config_dhw_res_003,0.00565
QC,all,all,res,ex,sfd,all,2021,config_dhw_res_004,0.00102
QC,all,all,res,ex,sfd,all,2021,config_dhw_res_005,0.00165
QC,all,all,res,ex,sfd,all,2021,config_dhw_res_009,0.00000
QC,all,all,res,ex,row,all,2021,config_dhw_res_001,0.92167
QC,all,all,res,ex,row,all,2021,config_dhw_res_002,0.07000
QC,all,all,res,ex,row,all,2021,config_dhw_res_003,0.00565
QC,all,all,res,ex,row,all,2021,config_dhw_res_004,0.00102
QC,all,all,res,ex,row,all,2021,config_dhw_res_005,0.00165
QC,all,all,res,ex,row,all,2021,config_dhw_res_009,0.00000
QC,all,all,res,ex,apt,all,2021,config_dhw_res_001,0.92167
QC,all,all,res,ex,apt,all,2021,config_dhw_res_002,0.07000
QC,all,all,res,ex,apt,all,2021,config_dhw_res_003,0.00565
QC,all,all,res,ex,apt,all,2021,config_dhw_res_004,0.00102
QC,all,all,res,ex,apt,all,2021,config_dhw_res_005,0.00165
QC,all,all,res,ex,apt,all,2021,config_dhw_res_009,0.00000
QC,all,all,res,ex,mob,all,2021,config_dhw_res_001,0.92167
QC,all,all,res,ex,mob,all,2021,config_dhw_res_002,0.07000
QC,all,all,res,ex,mob,all,2021,config_dhw_res_003,0.00565
QC,all,all,res,ex,mob,all,2021,config_dhw_res_004,0.00102
QC,all,all,res,ex,mob,all,2021,config_dhw_res_005,0.00165
QC,all,all,res,ex,mob,all,2021,config_dhw_res_009,0.00000
SK,all,all,res,ex,sfd,all,2021,config_dhw_res_001,0.08000
SK,all,all,res,ex,sfd,all,2021,config_dhw_res_002,0.90380
SK,all,all,res,ex,sfd,all,2021,config_dhw_res_003,0.00375
SK,all,all,res,ex,sfd,all,2021,config_dhw_res_004,0.01206
SK,all,all,res,ex,sfd,all,2021,config_dhw_res_005,0.00039
SK,all,all,res,ex,sfd,all,2021,config_dhw_res_009,0.00000
SK,all,all,res,ex,row,all,2021,config_dhw_res_001,0.08000
SK,all,all,res,ex,row,all,2021,config_dhw_res_002,0.90380
SK,all,all,res,ex,row,all,2021,config_dhw_res_003,0.00375
SK,all,all,res,ex,row,all,2021,config_dhw_res_004,0.01206
SK,all,all,res,ex,row,all,2021,config_dhw_res_005,0.00039
SK,all,all,res,ex,row,all,2021,config_dhw_res_009,0.00000
SK,all,all,res,ex,apt,all,2021,config_dhw_res_001,0.08000
SK,all,all,res,ex,apt,all,2021,config_dhw_res_002,0.90380
SK,all,all,res,ex,apt,all,2021,config_dhw_res_003,0.00375
SK,all,all,res,ex,apt,all,2021,config_dhw_res_004,0.01206
SK,all,all,res,ex,apt,all,2021,config_dhw_res_005,0.00039
SK,all,all,res,ex,apt,all,2021,config_dhw_res_009,0.00000
SK,all,all,res,ex,mob,all,2021,config_dhw_res_001,0.08000
SK,all,all,res,ex,mob,all,2021,config_dhw_res_002,0.90380
SK,all,all,res,ex,mob,all,2021,config_dhw_res_003,0.00375
SK,all,all,res,ex,mob,all,2021,config_dhw_res_004,0.01206
SK,all,all,res,ex,mob,all,2021,config_dhw_res_005,0.00039
SK,all,all,res,ex,mob,all,2021,config_dhw_res_009,0.00000
TR,all,all,res,ex,sfd,all,2021,config_dhw_res_001,0.90000
TR,all,all,res,ex,sfd,all,2021,config_dhw_res_002,0.00000
TR,all,all,res,ex,sfd,all,2021,config_dhw_res_003,0.10000
TR,all,all,res,ex,sfd,all,2021,config_dhw_res_004,0.00000
TR,all,all,res,ex,sfd,all,2021,config_dhw_res_005,0.00000
TR,all,all,res,ex,sfd,all,2021,config_dhw_res_009,0.00000
TR,all,all,res,ex,row,all,2021,config_dhw_res_001,0.90000
TR,all,all,res,ex,row,all,2021,config_dhw_res_002,0.00000
TR,all,all,res,ex,row,all,2021,config_dhw_res_003,0.10000
TR,all,all,res,ex,row,all,2021,config_dhw_res_004,0.00000
TR,all,all,res,ex,row,all,2021,config_dhw_res_005,0.00000
TR,all,all,res,ex,row,all,2021,config_dhw_res_009,0.00000
TR,all,all,res,ex,apt,all,2021,config_dhw_res_001,0.90000
TR,all,all,res,ex,apt,all,2021,config_dhw_res_002,0.00000
TR,all,all,res,ex,apt,all,2021,config_dhw_res_003,0.10000
TR,all,all,res,ex,apt,all,2021,config_dhw_res_004,0.00000
TR,all,all,res,ex,apt,all,2021,config_dhw_res_005,0.00000
TR,all,all,res,ex,apt,all,2021,config_dhw_res_009,0.00000
TR,all,all,res,ex,mob,all,2021,config_dhw_res_001,0.90000
TR,all,all,res,ex,mob,all,2021,config_dhw_res_002,0.00000
TR,all,all,res,ex,mob,all,2021,config_dhw_res_003,0.10000
TR,all,all,res,ex,mob,all,2021,config_dhw_res_004,0.00000
TR,all,all,res,ex,mob,all,2021,config_dhw_res_005,0.00000
TR,all,all,res,ex,mob,all,2021,config_dhw_res_009,0.00000
all,all,all,res,ex,all,all,2021,config_appliances_res_001,1.000
all,all,all,res,ex,all,all,2021,config_lighting_res_001,1.00000
AB,all,all,res,ex,all,all,2021,config_range_res_001,0.89700
AB,all,all,res,ex,all,all,2021,config_range_res_002,0.10300
BC,all,all,res,ex,all,all,2021,config_range_res_001,0.87500
BC,all,all,res,ex,all,all,2021,config_range_res_002,0.12500
MB,all,all,res,ex,all,all,2021,config_range_res_001,0.96500
MB,all,all,res,ex,all,all,2021,config_range_res_002,0.03500
NB,all,all,res,ex,all,all,2021,config_range_res_001,0.97200
NB,all,all,res,ex,all,all,2021,config_range_res_002,0.02800
NL,all,all,res,ex,all,all,2021,config_range_res_001,0.98600
NL,all,all,res,ex,all,all,2021,config_range_res_002,0.01400
NS,all,all,res,ex,all,all,2021,config_range_res_001,0.95400
NS,all,all,res,ex,all,all,2021,config_range_res_002,0.04600
ON,all,all,res,ex,all,all,2021,config_range_res_001,0.85800
ON,all,all,res,ex,all,all,2021,config_range_res_002,0.14200
PE,all,all,res,ex,all,all,2021,config_range_res_001,0.94300
PE,all,all,res,ex,all,all,2021,config_range_res_002,0.05700
QC,all,all,res,ex,all,all,2021,config_range_res_001,0.97300
QC,all,all,res,ex,all,all,2021,config_range_res_002,0.02700
SK,all,all,res,ex,all,all,2021,config_range_res_001,0.95800
SK,all,all,res,ex,all,all,2021,config_range_res_002,0.04200
TR,all,all,res,ex,all,all,2021,config_range_res_001,0.96330
TR,all,all,res,ex,all,all,2021,config_range_res_002,0.03670
AB,all,all,res,ex,all,all,2021,config_dryer_res_001,0.90852
AB,all,all,res,ex,all,all,2021,config_dryer_res_002,0.09148
BC,all,all,res,ex,all,all,2021,config_dryer_res_001,0.99517
BC,all,all,res,ex,all,all,2021,config_dryer_res_002,0.00483
MB,all,all,res,ex,all,all,2021,config_dryer_res_001,0.93318
MB,all,all,res,ex,all,all,2021,config_dryer_res_002,0.06682
NB,all,all,res,ex,all,all,2021,config_dryer_res_001,1.00000
NB,all,all,res,ex,all,all,2021,config_dryer_res_002,0.00000
NL,all,all,res,ex,all,all,2021,config_dryer_res_001,1.00000
NL,all,all,res,ex,all,all,2021,config_dryer_res_002,0.00000
NS,all,all,res,ex,all,all,2021,config_dryer_res_001,1.00000
NS,all,all,res,ex,all,all,2021,config_dryer_res_002,0.00000
ON,all,all,res,ex,all,all,2021,config_dryer_res_001,0.97264
ON,all,all,res,ex,all,all,2021,config_dryer_res_002,0.02736
PE,all,all,res,ex,all,all,2021,config_dryer_res_001,1.00000
PE,all,all,res,ex,all,all,2021,config_dryer_res_002,0.00000
QC,all,all,res,ex,all,all,2021,config_dryer_res_001,1.00000
QC,all,all,res,ex,all,all,2021,config_dryer_res_002,0.00000
SK,all,all,res,ex,all,all,2021,config_dryer_res_001,0.74267
SK,all,all,res,ex,all,all,2021,config_dryer_res_002,0.25733
TR,all,all,res,ex,all,all,2021,config_dryer_res_001,0.90985
TR,all,all,res,ex,all,all,2021,config_dryer_res_002,0.09015
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_001,0.080596413459601
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_002,0.873236953455571
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_005,0.0461666330848277
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,hospital,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_001,0.080596413459601
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_002,0.873236953455571
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_005,0.0461666330848277
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,outpatient,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_001,0.080596413459601
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_002,0.873236953455571
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_005,0.0461666330848277
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,longtermcare,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_001,0.0769580137262818
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_002,0.878759588211546
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_005,0.044282398062172
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,smalloffice,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_001,0.0769580137262818
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_002,0.878759588211546
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_005,0.044282398062172
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_001,0.0769580137262818
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_002,0.878759588211546
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_005,0.044282398062172
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,largeoffice,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_001,0.081913499344692
AB,all,all,com,ex,school,all,2021,config_hvac_com_002,0.873853211009175
AB,all,all,com,ex,school,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_005,0.0442332896461337
AB,all,all,com,ex,school,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,school,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_001,0.081913499344692
AB,all,all,com,ex,university,all,2021,config_hvac_com_002,0.873853211009175
AB,all,all,com,ex,university,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_005,0.0442332896461337
AB,all,all,com,ex,university,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,university,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_001,0.0806756586411194
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_002,0.875078784822892
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_005,0.0442455565359889
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,warehouse,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_001,0.0781979164039048
AB,all,all,com,ex,retail,all,2021,config_hvac_com_002,0.877531972857756
AB,all,all,com,ex,retail,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_005,0.0442701107383397
AB,all,all,com,ex,retail,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,retail,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_001,0.0805964134596011
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_002,0.875201491033649
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_005,0.04420209550675
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,hotel,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_001,0.0805964134596011
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_002,0.875201491033649
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_005,0.04420209550675
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,restaurant,all,2021,config_hvac_com_010,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_001,0.0805964134596011
AB,all,all,com,ex,other,all,2021,config_hvac_com_002,0.875201491033649
AB,all,all,com,ex,other,all,2021,config_hvac_com_003,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_004,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_005,0.04420209550675
AB,all,all,com,ex,other,all,2021,config_hvac_com_006,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_007,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_008,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_009,0
AB,all,all,com,ex,other,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_001,0.196270853778214
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_002,0.795117762512267
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_003,0.00191364082433759
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_005,0.00669774288518155
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,hospital,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_001,0.196270853778214
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_002,0.795117762512267
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_003,0.00191364082433759
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_005,0.00669774288518155
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,outpatient,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_001,0.196270853778214
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_002,0.795117762512267
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_003,0.00191364082433759
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_005,0.00669774288518155
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,longtermcare,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_001,0.220990427817933
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_002,0.749487204532135
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_003,0.0238083610080094
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_005,0.00571400664192225
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,smalloffice,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_001,0.220990427817933
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_002,0.749487204532135
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_003,0.0238083610080094
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_005,0.00571400664192225
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,mediumoffice,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_001,0.220990427817933
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_002,0.749487204532135
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_003,0.0238083610080094
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_005,0.00571400664192225
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,largeoffice,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,school,all,2021,config_hvac_com_001,0.196270853778214
BC,all,all,com,ex,school,all,2021,config_hvac_com_002,0.793204121687929
BC,all,all,com,ex,school,all,2021,config_hvac_com_003,0.00191364082433759
BC,all,all,com,ex,school,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,school,all,2021,config_hvac_com_005,0.00861138370951914
BC,all,all,com,ex,school,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,school,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,school,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,school,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,school,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,university,all,2021,config_hvac_com_001,0.196270853778214
BC,all,all,com,ex,university,all,2021,config_hvac_com_002,0.793204121687929
BC,all,all,com,ex,university,all,2021,config_hvac_com_003,0.00191364082433759
BC,all,all,com,ex,university,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,university,all,2021,config_hvac_com_005,0.00861138370951914
BC,all,all,com,ex,university,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,university,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,university,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,university,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,university,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_001,0.196270853778214
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_002,0.796074582924436
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_003,0.000956820412168793
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_005,0.00669774288518155
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,warehouse,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,retail,all,2021,config_hvac_com_001,0.218457858380727
BC,all,all,com,ex,retail,all,2021,config_hvac_com_002,0.77487856672118
BC,all,all,com,ex,retail,all,2021,config_hvac_com_003,0.000951939271156241
BC,all,all,com,ex,retail,all,2021,config_hvac_com_004,0
BC,all,all,com,ex,retail,all,2021,config_hvac_com_005,0.00571163562693744
BC,all,all,com,ex,retail,all,2021,config_hvac_com_006,0
BC,all,all,com,ex,retail,all,2021,config_hvac_com_007,0
BC,all,all,com,ex,retail,all,2021,config_hvac_com_008,0
BC,all,all,com,ex,retail,all,2021,config_hvac_com_009,0
BC,all,all,com,ex,retail,all,2021,config_hvac_com_010,0
BC,all,all,com,ex,hotel,all,2021,config_hvac_com_001,0.199789179516093
