data_source,scenario,province_territory,year,energy_cost_electricity_per_kwh,ghgi_electricity_g_per_kwh,energy_cost_gas_per_kwh,ghgi_gas_g_per_kwh,energy_cost_oil_per_kwh,ghgi_oil_g_per_kwh,energy_cost_propane_per_kwh,ghgi_propane_g_per_kwh,energy_cost_wood_per_kwh,ghgi_wood_g_per_kwh,energy_cost_steam_per_kwh,ghgi_steam_g_per_kwh,energy_cost_other_per_kwh,ghgi_other_g_per_kwh,carbon_tax_per_tonne
CER 2023,Canada Net Zero,NL,2029,0.209772587,3.69,0.056,180.7849829,0.106,256,0.312,230,0.07799,347,0.056,180.7849829,0.056,180.7849829,0
CER 2023,Canada Net Zero,NL,2030,0.21067259,0,0.0558,180.7849829,0.103,256,0.312,230,0.07799,347,0.0558,180.7849829,0.0558,180.7849829,0
CER 2023,Canada Net Zero,NL,2031,0.211644593,0,0.0555,180.7849829,0.103,256,0.312,230,0.07799,347,0.0555,180.7849829,0.0555,180.7849829,0
CER 2023,Canada Net Zero,NL,2032,0.213120597,0,0.0551,180.7849829,0.103,256,0.312,230,0.07799,347,0.0551,180.7849829,0.0551,180.7849829,0
CER 2023,Canada Net Zero,NL,2033,0.2143806,0.02,0.0549,180.7849829,0.103,256,0.312,230,0.07799,347,0.0549,180.7849829,0.0549,180.7849829,0
CER 2023,Canada Net Zero,NL,2034,0.215532603,0.04,0.0545,180.7849829,0.103,256,0.312,230,0.07799,347,0.0545,180.7849829,0.0545,180.7849829,0
CER 2023,Canada Net Zero,NL,2035,0.216792607,0,0.0544,180.7849829,0.103,256,0.312,230,0.07799,347,0.0544,180.7849829,0.0544,180.7849829,0
CER 2023,Canada Net Zero,NL,2036,0.21790861,0,0.054,180.7849829,0.103,256,0.312,230,0.07799,347,0.054,180.7849829,0.054,180.7849829,0
CER 2023,Canada Net Zero,NL,2037,0.218628612,0,0.0537,180.7849829,0.103,256,0.312,230,0.07799,347,0.0537,180.7849829,0.0537,180.7849829,0
CER 2023,Canada Net Zero,NL,2038,0.219528615,0,0.0535,180.7849829,0.102,256,0.312,230,0.07799,347,0.0535,180.7849829,0.0535,180.7849829,0
CER 2023,Canada Net Zero,NL,2039,0.220320617,0,0.0532,180.7849829,0.102,256,0.312,230,0.07799,347,0.0532,180.7849829,0.0532,180.7849829,0
CER 2023,Canada Net Zero,NL,2040,0.221040619,0,0.0528,180.7849829,0.102,256,0.312,230,0.07799,347,0.0528,180.7849829,0.0528,180.7849829,0
CER 2023,Canada Net Zero,NL,2041,0.221904621,0.08,0.0526,180.7849829,0.102,256,0.312,230,0.07799,347,0.0526,180.7849829,0.0526,180.7849829,0
CER 2023,Canada Net Zero,NL,2042,0.222840624,0.15,0.0522,180.7849829,0.102,256,0.312,230,0.07799,347,0.0522,180.7849829,0.0522,180.7849829,0
CER 2023,Canada Net Zero,NL,2043,0.223740626,0.25,0.0519,180.7849829,0.102,256,0.312,230,0.07799,347,0.0519,180.7849829,0.0519,180.7849829,0
CER 2023,Canada Net Zero,NL,2044,0.224496629,0.23,0.0515,180.7849829,0.101,256,0.312,230,0.07799,347,0.0515,180.7849829,0.0515,180.7849829,0
CER 2023,Canada Net Zero,NL,2045,0.225468631,0.27,0.0512,180.7849829,0.101,256,0.312,230,0.07799,347,0.0512,180.7849829,0.0512,180.7849829,0
CER 2023,Canada Net Zero,NL,2046,0.226728635,0.36,0.0508,180.7849829,0.101,256,0.312,230,0.07799,347,0.0508,180.7849829,0.0508,180.7849829,0
CER 2023,Canada Net Zero,NL,2047,0.227772638,0.28,0.0505,180.7849829,0.1,256,0.312,230,0.07799,347,0.0505,180.7849829,0.0505,180.7849829,0
CER 2023,Canada Net Zero,NL,2048,0.228996641,0.53,0.0501,180.7849829,0.1,256,0.312,230,0.07799,347,0.0501,180.7849829,0.0501,180.7849829,0
CER 2023,Canada Net Zero,NL,2049,0.230256645,0.78,0.0497,180.7849829,0.1,256,0.312,230,0.07799,347,0.0497,180.7849829,0.0497,180.7849829,0
CER 2023,Canada Net Zero,NL,2050,0.231480648,0.87,0.0493,180.7849829,0.099,256,0.312,230,0.07799,347,0.0493,180.7849829,0.0493,180.7849829,0
CER 2023,Canada Net Zero,PE,2021,0.250596702,5.99,0.0547,180.7849829,0.12,256,0.312,230,0.07799,347,0.0547,180.7849829,0.0547,180.7849829,0
CER 2023,Canada Net Zero,PE,2022,0.259668727,16.34,0.0728,180.7849829,0.152,256,0.312,230,0.07799,347,0.0728,180.7849829,0.0728,180.7849829,0
CER 2023,Canada Net Zero,PE,2023,0.251028703,17.49,0.0541,180.7849829,0.144,256,0.312,230,0.07799,347,0.0541,180.7849829,0.0541,180.7849829,0
CER 2023,Canada Net Zero,PE,2024,0.247140692,17.88,0.0563,180.7849829,0.141,256,0.312,230,0.07799,347,0.0563,180.7849829,0.0563,180.7849829,0
CER 2023,Canada Net Zero,PE,2025,0.249084697,12.31,0.0567,180.7849829,0.143,256,0.312,230,0.07799,347,0.0567,180.7849829,0.0567,180.7849829,0
CER 2023,Canada Net Zero,PE,2026,0.247356693,12.72,0.0565,180.7849829,0.144,256,0.312,230,0.07799,347,0.0565,180.7849829,0.0565,180.7849829,0
CER 2023,Canada Net Zero,PE,2027,0.248220695,13.64,0.0563,180.7849829,0.145,256,0.312,230,0.07799,347,0.0563,180.7849829,0.0563,180.7849829,0
CER 2023,Canada Net Zero,PE,2028,0.247932694,13.42,0.0561,180.7849829,0.146,256,0.312,230,0.07799,347,0.0561,180.7849829,0.0561,180.7849829,0
CER 2023,Canada Net Zero,PE,2029,0.248364695,14.06,0.056,180.7849829,0.148,256,0.312,230,0.07799,347,0.056,180.7849829,0.056,180.7849829,0
CER 2023,Canada Net Zero,PE,2030,0.249012697,14.14,0.0558,180.7849829,0.149,256,0.312,230,0.07799,347,0.0558,180.7849829,0.0558,180.7849829,0
CER 2023,Canada Net Zero,PE,2031,0.247644693,21.03,0.0555,180.7849829,0.156,256,0.312,230,0.07799,347,0.0555,180.7849829,0.0555,180.7849829,0
CER 2023,Canada Net Zero,PE,2032,0.249120698,28.5,0.0551,180.7849829,0.161,256,0.312,230,0.07799,347,0.0551,180.7849829,0.0551,180.7849829,0
CER 2023,Canada Net Zero,PE,2033,0.250596702,36.89,0.0549,180.7849829,0.167,256,0.312,230,0.07799,347,0.0549,180.7849829,0.0549,180.7849829,0
CER 2023,Canada Net Zero,PE,2034,0.252000706,50.8,0.0545,180.7849829,0.173,256,0.312,230,0.07799,347,0.0545,180.7849829,0.0545,180.7849829,0
CER 2023,Canada Net Zero,PE,2035,0.25347671,0.59,0.0544,180.7849829,0.178,256,0.312,230,0.07799,347,0.0544,180.7849829,0.0544,180.7849829,0
CER 2023,Canada Net Zero,PE,2036,0.255564716,0.02,0.054,180.7849829,0.184,256,0.312,230,0.07799,347,0.054,180.7849829,0.054,180.7849829,0
CER 2023,Canada Net Zero,PE,2037,0.256104717,0,0.0537,180.7849829,0.19,256,0.312,230,0.07799,347,0.0537,180.7849829,0.0537,180.7849829,0
CER 2023,Canada Net Zero,PE,2038,0.256680719,0.48,0.0535,180.7849829,0.195,256,0.312,230,0.07799,347,0.0535,180.7849829,0.0535,180.7849829,0
CER 2023,Canada Net Zero,PE,2039,0.25704072,0.41,0.0532,180.7849829,0.201,256,0.312,230,0.07799,347,0.0532,180.7849829,0.0532,180.7849829,0
CER 2023,Canada Net Zero,PE,2040,0.25707672,0.39,0.0528,180.7849829,0.206,256,0.312,230,0.07799,347,0.0528,180.7849829,0.0528,180.7849829,0
CER 2023,Canada Net Zero,PE,2041,0.254376712,0,0.0526,180.7849829,0.211,256,0.312,230,0.07799,347,0.0526,180.7849829,0.0526,180.7849829,0
CER 2023,Canada Net Zero,PE,2042,0.249660699,0,0.0522,180.7849829,0.219,256,0.312,230,0.07799,347,0.0522,180.7849829,0.0522,180.7849829,0
CER 2023,Canada Net Zero,PE,2043,0.244764685,0,0.0519,180.7849829,0.226,256,0.312,230,0.07799,347,0.0519,180.7849829,0.0519,180.7849829,0
CER 2023,Canada Net Zero,PE,2044,0.239652671,0,0.0515,180.7849829,0.233,256,0.312,230,0.07799,347,0.0515,180.7849829,0.0515,180.7849829,0
CER 2023,Canada Net Zero,PE,2045,0.234900658,0,0.0512,180.7849829,0.24,256,0.312,230,0.07799,347,0.0512,180.7849829,0.0512,180.7849829,0
CER 2023,Canada Net Zero,PE,2046,0.230508645,0,0.0508,180.7849829,0.247,256,0.312,230,0.07799,347,0.0508,180.7849829,0.0508,180.7849829,0
CER 2023,Canada Net Zero,PE,2047,0.227088636,0,0.0505,180.7849829,0.254,256,0.312,230,0.07799,347,0.0505,180.7849829,0.0505,180.7849829,0
CER 2023,Canada Net Zero,PE,2048,0.223776627,0.02,0.0501,180.7849829,0.26,256,0.312,230,0.07799,347,0.0501,180.7849829,0.0501,180.7849829,0
CER 2023,Canada Net Zero,PE,2049,0.220464617,0.59,0.0497,180.7849829,0.267,256,0.312,230,0.07799,347,0.0497,180.7849829,0.0497,180.7849829,0
CER 2023,Canada Net Zero,PE,2050,0.217296608,0.03,0.0493,180.7849829,0.273,256,0.312,230,0.07799,347,0.0493,180.7849829,0.0493,180.7849829,0
CER 2023,Canada Net Zero,NS,2021,0.219240614,641.37,0.1017,180.7849829,0.132,256,0.312,230,0.07799,347,0.1017,180.7849829,0.1017,180.7849829,0
CER 2023,Canada Net Zero,NS,2022,0.220788618,523.28,0.1212,180.7849829,0.164,256,0.312,230,0.07799,347,0.1212,180.7849829,0.1212,180.7849829,0
CER 2023,Canada Net Zero,NS,2023,0.232524651,544.7,0.1071,180.7849829,0.155,256,0.312,230,0.07799,347,0.1071,180.7849829,0.1071,180.7849829,0
CER 2023,Canada Net Zero,NS,2024,0.224388628,519.76,0.1116,180.7849829,0.152,256,0.312,230,0.07799,347,0.1116,180.7849829,0.1116,180.7849829,0
CER 2023,Canada Net Zero,NS,2025,0.227052636,503.22,0.115,180.7849829,0.154,256,0.312,230,0.07799,347,0.115,180.7849829,0.115,180.7849829,0
CER 2023,Canada Net Zero,NS,2026,0.228816641,398,0.1176,180.7849829,0.155,256,0.312,230,0.07799,347,0.1176,180.7849829,0.1176,180.7849829,0
CER 2023,Canada Net Zero,NS,2027,0.22856464,330.47,0.12,180.7849829,0.157,256,0.312,230,0.07799,347,0.12,180.7849829,0.12,180.7849829,0
CER 2023,Canada Net Zero,NS,2028,0.228060639,232.54,0.1221,180.7849829,0.158,256,0.312,230,0.07799,347,0.1221,180.7849829,0.1221,180.7849829,0
CER 2023,Canada Net Zero,NS,2029,0.227664637,150.64,0.1245,180.7849829,0.159,256,0.312,230,0.07799,347,0.1245,180.7849829,0.1245,180.7849829,0
CER 2023,Canada Net Zero,NS,2030,0.227628637,28.64,0.1266,180.7849829,0.16,256,0.312,230,0.07799,347,0.1266,180.7849829,0.1266,180.7849829,0
CER 2023,Canada Net Zero,NS,2031,0.227556637,10.35,0.1307,180.7849829,0.167,256,0.312,230,0.07799,347,0.1307,180.7849829,0.1307,180.7849829,0
CER 2023,Canada Net Zero,NS,2032,0.227484637,6.09,0.1338,180.7849829,0.172,256,0.312,230,0.07799,347,0.1338,180.7849829,0.1338,180.7849829,0
CER 2023,Canada Net Zero,NS,2033,0.226296634,2.71,0.1374,180.7849829,0.178,256,0.312,230,0.07799,347,0.1374,180.7849829,0.1374,180.7849829,0
CER 2023,Canada Net Zero,NS,2034,0.22492863,1.46,0.1409,180.7849829,0.184,256,0.312,230,0.07799,347,0.1409,180.7849829,0.1409,180.7849829,0
CER 2023,Canada Net Zero,NS,2035,0.223920627,0.79,0.1444,180.7849829,0.19,256,0.312,230,0.07799,347,0.1444,180.7849829,0.1444,180.7849829,0
CER 2023,Canada Net Zero,NS,2036,0.224172628,0.68,0.1479,180.7849829,0.196,256,0.312,230,0.07799,347,0.1479,180.7849829,0.1479,180.7849829,0
CER 2023,Canada Net Zero,NS,2037,0.223956627,0.74,0.1511,180.7849829,0.201,256,0.312,230,0.07799,347,0.1511,180.7849829,0.1511,180.7849829,0
CER 2023,Canada Net Zero,NS,2038,0.223920627,0.78,0.1543,180.7849829,0.207,256,0.312,230,0.07799,347,0.1543,180.7849829,0.1543,180.7849829,0
CER 2023,Canada Net Zero,NS,2039,0.223956627,0.81,0.1575,180.7849829,0.212,256,0.312,230,0.07799,347,0.1575,180.7849829,0.1575,180.7849829,0
CER 2023,Canada Net Zero,NS,2040,0.224028627,0.83,0.1603,180.7849829,0.217,256,0.312,230,0.07799,347,0.1603,180.7849829,0.1603,180.7849829,0
CER 2023,Canada Net Zero,NS,2041,0.224064627,1.27,0.1631,180.7849829,0.222,256,0.312,230,0.07799,347,0.1631,180.7849829,0.1631,180.7849829,0
CER 2023,Canada Net Zero,NS,2042,0.225360631,2.09,0.1674,180.7849829,0.23,256,0.312,230,0.07799,347,0.1674,180.7849829,0.1674,180.7849829,0
CER 2023,Canada Net Zero,NS,2043,0.225900633,2.2,0.1713,180.7849829,0.237,256,0.312,230,0.07799,347,0.1713,180.7849829,0.1713,180.7849829,0
CER 2023,Canada Net Zero,NS,2044,0.226512634,2.07,0.1752,180.7849829,0.244,256,0.312,230,0.07799,347,0.1752,180.7849829,0.1752,180.7849829,0
CER 2023,Canada Net Zero,NS,2045,0.227664637,2.09,0.1792,180.7849829,0.251,256,0.312,230,0.07799,347,0.1792,180.7849829,0.1792,180.7849829,0
CER 2023,Canada Net Zero,NS,2046,0.22842064,2.37,0.183,180.7849829,0.258,256,0.312,230,0.07799,347,0.183,180.7849829,0.183,180.7849829,0
CER 2023,Canada Net Zero,NS,2047,0.229068641,2.8,0.1865,180.7849829,0.265,256,0.312,230,0.07799,347,0.1865,180.7849829,0.1865,180.7849829,0
CER 2023,Canada Net Zero,NS,2048,0.229644643,3.23,0.1898,180.7849829,0.271,256,0.312,230,0.07799,347,0.1898,180.7849829,0.1898,180.7849829,0
CER 2023,Canada Net Zero,NS,2049,0.230292645,3.47,0.1932,180.7849829,0.278,256,0.312,230,0.07799,347,0.1932,180.7849829,0.1932,180.7849829,0
CER 2023,Canada Net Zero,NS,2050,0.231048647,0.78,0.195,180.7849829,0.284,256,0.312,230,0.07799,347,0.195,180.7849829,0.195,180.7849829,0
CER 2023,Canada Net Zero,NB,2021,0.191268536,197.22,0.0683,180.7849829,0.139,256,0.312,230,0.07799,347,0.0683,180.7849829,0.0683,180.7849829,0
CER 2023,Canada Net Zero,NB,2022,0.19630855,206.1,0.0887,180.7849829,0.174,256,0.312,230,0.07799,347,0.0887,180.7849829,0.0887,180.7849829,0
CER 2023,Canada Net Zero,NB,2023,0.194724545,205.89,0.0737,180.7849829,0.164,256,0.312,230,0.07799,347,0.0737,180.7849829,0.0737,180.7849829,0
CER 2023,Canada Net Zero,NB,2024,0.193716542,191.69,0.0784,180.7849829,0.161,256,0.312,230,0.07799,347,0.0784,180.7849829,0.0784,180.7849829,0
CER 2023,Canada Net Zero,NB,2025,0.19627255,178.15,0.0817,180.7849829,0.162,256,0.312,230,0.07799,347,0.0817,180.7849829,0.0817,180.7849829,0
CER 2023,Canada Net Zero,NB,2026,0.197568553,179.97,0.0842,180.7849829,0.163,256,0.312,230,0.07799,347,0.0842,180.7849829,0.0842,180.7849829,0
CER 2023,Canada Net Zero,NB,2027,0.199260558,180.88,0.0867,180.7849829,0.164,256,0.312,230,0.07799,347,0.0867,180.7849829,0.0867,180.7849829,0
CER 2023,Canada Net Zero,NB,2028,0.19998056,124.3,0.089,180.7849829,0.165,256,0.312,230,0.07799,347,0.089,180.7849829,0.089,180.7849829,0
CER 2023,Canada Net Zero,NB,2029,0.200304561,115.49,0.0914,180.7849829,0.167,256,0.312,230,0.07799,347,0.0914,180.7849829,0.0914,180.7849829,0
CER 2023,Canada Net Zero,NB,2030,0.200628562,8.51,0.0936,180.7849829,0.167,256,0.312,230,0.07799,347,0.0936,180.7849829,0.0936,180.7849829,0
CER 2023,Canada Net Zero,NB,2031,0.200988563,4.01,0.0977,180.7849829,0.174,256,0.312,230,0.07799,347,0.0977,180.7849829,0.0977,180.7849829,0
CER 2023,Canada Net Zero,NB,2032,0.199620559,3.05,0.1008,180.7849829,0.179,256,0.312,230,0.07799,347,0.1008,180.7849829,0.1008,180.7849829,0
CER 2023,Canada Net Zero,NB,2033,0.198144555,2.98,0.1045,180.7849829,0.185,256,0.312,230,0.07799,347,0.1045,180.7849829,0.1045,180.7849829,0
CER 2023,Canada Net Zero,NB,2034,0.196668551,1.49,0.1079,180.7849829,0.191,256,0.312,230,0.07799,347,0.1079,180.7849829,0.1079,180.7849829,0
CER 2023,Canada Net Zero,NB,2035,0.195300547,0.02,0.1113,180.7849829,0.197,256,0.312,230,0.07799,347,0.1113,180.7849829,0.1113,180.7849829,0
CER 2023,Canada Net Zero,NB,2036,0.193932543,0.01,0.1149,180.7849829,0.203,256,0.312,230,0.07799,347,0.1149,180.7849829,0.1149,180.7849829,0
CER 2023,Canada Net Zero,NB,2037,0.190584534,0,0.1182,180.7849829,0.208,256,0.312,230,0.07799,347,0.1182,180.7849829,0.1182,180.7849829,0
CER 2023,Canada Net Zero,NB,2038,0.187488525,0,0.1214,180.7849829,0.214,256,0.312,230,0.07799,347,0.1214,180.7849829,0.1214,180.7849829,0
CER 2023,Canada Net Zero,NB,2039,0.184572517,0,0.1246,180.7849829,0.219,256,0.312,230,0.07799,347,0.1246,180.7849829,0.1246,180.7849829,0
CER 2023,Canada Net Zero,NB,2040,0.181548508,0,0.1274,180.7849829,0.224,256,0.312,230,0.07799,347,0.1274,180.7849829,0.1274,180.7849829,0
CER 2023,Canada Net Zero,NB,2041,0.178884501,0,0.1302,180.7849829,0.229,256,0.312,230,0.07799,347,0.1302,180.7849829,0.1302,180.7849829,0
CER 2023,Canada Net Zero,NB,2042,0.180576506,2.79,0.1345,180.7849829,0.237,256,0.312,230,0.07799,347,0.1345,180.7849829,0.1345,180.7849829,0
CER 2023,Canada Net Zero,NB,2043,0.181836509,3.35,0.1383,180.7849829,0.244,256,0.312,230,0.07799,347,0.1383,180.7849829,0.1383,180.7849829,0
CER 2023,Canada Net Zero,NB,2044,0.182952512,0,0.1423,180.7849829,0.251,256,0.312,230,0.07799,347,0.1423,180.7849829,0.1423,180.7849829,0
CER 2023,Canada Net Zero,NB,2045,0.183276513,0.14,0.1463,180.7849829,0.258,256,0.312,230,0.07799,347,0.1463,180.7849829,0.1463,180.7849829,0
CER 2023,Canada Net Zero,NB,2046,0.183456514,0.41,0.15,180.7849829,0.265,256,0.312,230,0.07799,347,0.15,180.7849829,0.15,180.7849829,0
CER 2023,Canada Net Zero,NB,2047,0.185220519,1,0.1536,180.7849829,0.272,256,0.312,230,0.07799,347,0.1536,180.7849829,0.1536,180.7849829,0
CER 2023,Canada Net Zero,NB,2048,0.187128524,1.48,0.1569,180.7849829,0.278,256,0.312,230,0.07799,347,0.1569,180.7849829,0.1569,180.7849829,0
CER 2023,Canada Net Zero,NB,2049,0.189036529,2.96,0.1603,180.7849829,0.284,256,0.312,230,0.07799,347,0.1603,180.7849829,0.1603,180.7849829,0
CER 2023,Canada Net Zero,NB,2050,0.190980535,2.34,0.1633,180.7849829,0.291,256,0.312,230,0.07799,347,0.1633,180.7849829,0.1633,180.7849829,0
CER 2023,Canada Net Zero,QC,2021,0.106524298,2.34,0.0547,181.4334471,0.127,256,0.312,230,0.07799,347,0.0547,181.4334471,0.0547,181.4334471,0
CER 2023,Canada Net Zero,QC,2022,0.111492312,2.87,0.0739,181.4334471,0.161,256,0.312,230,0.07799,347,0.0739,181.4334471,0.0739,181.4334471,0
CER 2023,Canada Net Zero,QC,2023,0.109944308,2.85,0.0595,181.4334471,0.152,256,0.312,230,0.07799,347,0.0595,181.4334471,0.0595,181.4334471,0
CER 2023,Canada Net Zero,QC,2024,0.109584307,3.26,0.0656,181.4334471,0.15,256,0.312,230,0.07799,347,0.0656,181.4334471,0.0656,181.4334471,0
CER 2023,Canada Net Zero,QC,2025,0.110376309,1.91,0.0718,181.4334471,0.157,256,0.312,230,0.07799,347,0.0718,181.4334471,0.0718,181.4334471,0
CER 2023,Canada Net Zero,QC,2026,0.111852313,1.07,0.0738,181.4334471,0.158,256,0.312,230,0.07799,347,0.0738,181.4334471,0.0738,181.4334471,0
CER 2023,Canada Net Zero,QC,2027,0.112644315,1.04,0.0762,181.4334471,0.159,256,0.312,230,0.07799,347,0.0762,181.4334471,0.0762,181.4334471,0
CER 2023,Canada Net Zero,QC,2028,0.113256317,2.75,0.0782,181.4334471,0.159,256,0.312,230,0.07799,347,0.0782,181.4334471,0.0782,181.4334471,0
CER 2023,Canada Net Zero,QC,2029,0.113688318,1.85,0.0806,181.4334471,0.161,256,0.312,230,0.07799,347,0.0806,181.4334471,0.0806,181.4334471,0
CER 2023,Canada Net Zero,QC,2030,0.113652318,1.18,0.0826,181.4334471,0.161,256,0.312,230,0.07799,347,0.0826,181.4334471,0.0826,181.4334471,0
CER 2023,Canada Net Zero,QC,2031,0.113760319,1.23,0.0867,181.4334471,0.167,256,0.312,230,0.07799,347,0.0867,181.4334471,0.0867,181.4334471,0
CER 2023,Canada Net Zero,QC,2032,0.115704324,1.22,0.0897,181.4334471,0.173,256,0.312,230,0.07799,347,0.0897,181.4334471,0.0897,181.4334471,0
CER 2023,Canada Net Zero,QC,2033,0.116532326,1.21,0.0933,181.4334471,0.178,256,0.312,230,0.07799,347,0.0933,181.4334471,0.0933,181.4334471,0
CER 2023,Canada Net Zero,QC,2034,0.117360329,1.19,0.0966,181.4334471,0.184,256,0.312,230,0.07799,347,0.0966,181.4334471,0.0966,181.4334471,0
CER 2023,Canada Net Zero,QC,2035,0.118260331,0.91,0.1,181.4334471,0.19,256,0.312,230,0.07799,347,0.1,181.4334471,0.1,181.4334471,0
CER 2023,Canada Net Zero,QC,2036,0.119016333,0.9,0.1034,181.4334471,0.196,256,0.312,230,0.07799,347,0.1034,181.4334471,0.1034,181.4334471,0
CER 2023,Canada Net Zero,QC,2037,0.119664335,0.88,0.1066,181.4334471,0.201,256,0.312,230,0.07799,347,0.1066,181.4334471,0.1066,181.4334471,0
CER 2023,Canada Net Zero,QC,2038,0.120060336,0.87,0.1098,181.4334471,0.207,256,0.312,230,0.07799,347,0.1098,181.4334471,0.1098,181.4334471,0
CER 2023,Canada Net Zero,QC,2039,0.120564338,0.86,0.1122,181.4334471,0.213,256,0.312,230,0.07799,347,0.1122,181.4334471,0.1122,181.4334471,0
CER 2023,Canada Net Zero,QC,2040,0.121176339,0.84,0.1149,181.4334471,0.217,256,0.312,230,0.07799,347,0.1149,181.4334471,0.1149,181.4334471,0
CER 2023,Canada Net Zero,QC,2041,0.122220342,0.84,0.1168,181.4334471,0.222,256,0.312,230,0.07799,347,0.1168,181.4334471,0.1168,181.4334471,0
CER 2023,Canada Net Zero,QC,2042,0.122940344,0.83,0.1211,181.4334471,0.23,256,0.312,230,0.07799,347,0.1211,181.4334471,0.1211,181.4334471,0
CER 2023,Canada Net Zero,QC,2043,0.123444346,0.83,0.1239,181.4334471,0.237,256,0.312,230,0.07799,347,0.1239,181.4334471,0.1239,181.4334471,0
CER 2023,Canada Net Zero,QC,2044,0.124776349,0.83,0.1266,181.4334471,0.244,256,0.312,230,0.07799,347,0.1266,181.4334471,0.1266,181.4334471,0
CER 2023,Canada Net Zero,QC,2045,0.125676352,0.83,0.1303,181.4334471,0.251,256,0.312,230,0.07799,347,0.1303,181.4334471,0.1303,181.4334471,0
CER 2023,Canada Net Zero,QC,2046,0.126828355,0.83,0.1327,181.4334471,0.258,256,0.312,230,0.07799,347,0.1327,181.4334471,0.1327,181.4334471,0
CER 2023,Canada Net Zero,QC,2047,0.127044356,0.83,0.1348,181.4334471,0.265,256,0.312,230,0.07799,347,0.1348,181.4334471,0.1348,181.4334471,0
CER 2023,Canada Net Zero,QC,2048,0.127836358,0.86,0.1377,181.4334471,0.271,256,0.312,230,0.07799,347,0.1377,181.4334471,0.1377,181.4334471,0
CER 2023,Canada Net Zero,QC,2049,0.129132362,0.9,0.1407,181.4334471,0.277,256,0.312,230,0.07799,347,0.1407,181.4334471,0.1407,181.4334471,0
CER 2023,Canada Net Zero,QC,2050,0.130716366,0.89,0.1422,181.4334471,0.283,256,0.312,230,0.07799,347,0.1422,181.4334471,0.1422,181.4334471,0
CER 2023,Canada Net Zero,ON,2021,0.156240437,38.88,0.0442,180.9556314,0.154,256,0.312,230,0.07799,347,0.0442,180.9556314,0.0442,180.9556314,0
CER 2023,Canada Net Zero,ON,2022,0.158796445,35.24,0.0639,180.9556314,0.189,256,0.312,230,0.07799,347,0.0639,180.9556314,0.0639,180.9556314,0
CER 2023,Canada Net Zero,ON,2023,0.160056448,37.65,0.0496,180.9556314,0.179,256,0.312,230,0.07799,347,0.0496,180.9556314,0.0496,180.9556314,0
CER 2023,Canada Net Zero,ON,2024,0.161640453,39.1,0.0544,180.9556314,0.175,256,0.312,230,0.07799,347,0.0544,180.9556314,0.0544,180.9556314,0
CER 2023,Canada Net Zero,ON,2025,0.158832445,33.12,0.0575,180.9556314,0.177,256,0.312,230,0.07799,347,0.0575,180.9556314,0.0575,180.9556314,0
CER 2023,Canada Net Zero,ON,2026,0.159372446,39.46,0.06,180.9556314,0.178,256,0.312,230,0.07799,347,0.06,180.9556314,0.06,180.9556314,0
CER 2023,Canada Net Zero,ON,2027,0.157824442,46.15,0.0625,180.9556314,0.179,256,0.312,230,0.07799,347,0.0625,180.9556314,0.0625,180.9556314,0
CER 2023,Canada Net Zero,ON,2028,0.156492438,51.83,0.0648,180.9556314,0.18,256,0.312,230,0.07799,347,0.0648,180.9556314,0.0648,180.9556314,0
CER 2023,Canada Net Zero,ON,2029,0.155196435,55.27,0.0673,180.9556314,0.182,256,0.312,230,0.07799,347,0.0673,180.9556314,0.0673,180.9556314,0
CER 2023,Canada Net Zero,ON,2030,0.154224432,59.01,0.0694,180.9556314,0.182,256,0.312,230,0.07799,347,0.0694,180.9556314,0.0694,180.9556314,0
CER 2023,Canada Net Zero,ON,2031,0.151344424,38.3,0.0736,180.9556314,0.189,256,0.312,230,0.07799,347,0.0736,180.9556314,0.0736,180.9556314,0
CER 2023,Canada Net Zero,ON,2032,0.149328418,27.47,0.0768,180.9556314,0.194,256,0.312,230,0.07799,347,0.0768,180.9556314,0.0768,180.9556314,0
CER 2023,Canada Net Zero,ON,2033,0.147384413,20.4,0.0804,180.9556314,0.2,256,0.312,230,0.07799,347,0.0804,180.9556314,0.0804,180.9556314,0
CER 2023,Canada Net Zero,ON,2034,0.145872408,13.23,0.0838,180.9556314,0.206,256,0.312,230,0.07799,347,0.0838,180.9556314,0.0838,180.9556314,0
CER 2023,Canada Net Zero,ON,2035,0.144612405,10.07,0.0873,180.9556314,0.211,256,0.312,230,0.07799,347,0.0873,180.9556314,0.0873,180.9556314,0
CER 2023,Canada Net Zero,ON,2036,0.143820403,10.32,0.0908,180.9556314,0.217,256,0.312,230,0.07799,347,0.0908,180.9556314,0.0908,180.9556314,0
CER 2023,Canada Net Zero,ON,2037,0.143244401,10.71,0.0941,180.9556314,0.223,256,0.312,230,0.07799,347,0.0941,180.9556314,0.0941,180.9556314,0
CER 2023,Canada Net Zero,ON,2038,0.1428844,11.54,0.0973,180.9556314,0.228,256,0.312,230,0.07799,347,0.0973,180.9556314,0.0973,180.9556314,0
CER 2023,Canada Net Zero,ON,2039,0.142344399,12.51,0.1005,180.9556314,0.234,256,0.312,230,0.07799,347,0.1005,180.9556314,0.1005,180.9556314,0
CER 2023,Canada Net Zero,ON,2040,0.141876397,13.74,0.1033,180.9556314,0.239,256,0.312,230,0.07799,347,0.1033,180.9556314,0.1033,180.9556314,0
