data_source,scenario,province_territory,year,energy_cost_electricity_per_kwh,ghgi_electricity_g_per_kwh,energy_cost_gas_per_kwh,ghgi_gas_g_per_kwh,energy_cost_oil_per_kwh,ghgi_oil_g_per_kwh,energy_cost_propane_per_kwh,ghgi_propane_g_per_kwh,energy_cost_wood_per_kwh,ghgi_wood_g_per_kwh,energy_cost_steam_per_kwh,ghgi_steam_g_per_kwh,energy_cost_other_per_kwh,ghgi_other_g_per_kwh,carbon_tax_per_tonne
CER 2021,Evolving Policies,TR,2048,0.197280552,35,0.0831,185.1877133,0.175,256,0.312,230,0.07799,347,0.0831,185.1877133,0.0831,185.1877133,0
CER 2021,Evolving Policies,TR,2049,0.198360555,35,0.0836,185.1877133,0.176,256,0.312,230,0.07799,347,0.0836,185.1877133,0.0836,185.1877133,0
CER 2021,Evolving Policies,TR,2050,0.199440558,35,0.0841,185.1877133,0.176,256,0.312,230,0.07799,347,0.0841,185.1877133,0.0841,185.1877133,0
CER 2021,Current Policies,NL,2021,0.160361011,0.033,0.0569,180.7849829,0.11,256,0.312,230,0.07799,347,0.0569,180.7849829,0.0569,180.7849829,0
CER 2021,Current Policies,NL,2022,0.160433213,0.033,0.0584,180.7849829,0.113,256,0.312,230,0.07799,347,0.0584,180.7849829,0.0584,180.7849829,0
CER 2021,Current Policies,NL,2023,0.160505415,0.033,0.0609,180.7849829,0.118,256,0.312,230,0.07799,347,0.0609,180.7849829,0.0609,180.7849829,0
CER 2021,Current Policies,NL,2024,0.160577617,0.033,0.0631,180.7849829,0.121,256,0.312,230,0.07799,347,0.0631,180.7849829,0.0631,180.7849829,0
CER 2021,Current Policies,NL,2025,0.160649819,0.033,0.0653,180.7849829,0.125,256,0.312,230,0.07799,347,0.0653,180.7849829,0.0653,180.7849829,0
CER 2021,Current Policies,NL,2026,0.16166065,0.033,0.0673,180.7849829,0.129,256,0.312,230,0.07799,347,0.0673,180.7849829,0.0673,180.7849829,0
CER 2021,Current Policies,NL,2027,0.162635379,0.033,0.0694,180.7849829,0.133,256,0.312,230,0.07799,347,0.0694,180.7849829,0.0694,180.7849829,0
CER 2021,Current Policies,NL,2028,0.163537906,0.033,0.0714,180.7849829,0.136,256,0.312,230,0.07799,347,0.0714,180.7849829,0.0714,180.7849829,0
CER 2021,Current Policies,NL,2029,0.164368231,0.033,0.0733,180.7849829,0.139,256,0.312,230,0.07799,347,0.0733,180.7849829,0.0733,180.7849829,0
CER 2021,Current Policies,NL,2030,0.165162455,0.033,0.0751,180.7849829,0.142,256,0.312,230,0.07799,347,0.0751,180.7849829,0.0751,180.7849829,0
CER 2021,Current Policies,NL,2031,0.166101083,0.051,0.0748,180.7849829,0.141,256,0.312,230,0.07799,347,0.0748,180.7849829,0.0748,180.7849829,0
CER 2021,Current Policies,NL,2032,0.167075812,0.051,0.0744,180.7849829,0.139,256,0.312,230,0.07799,347,0.0744,180.7849829,0.0744,180.7849829,0
CER 2021,Current Policies,NL,2033,0.16801444,0.051,0.0742,180.7849829,0.138,256,0.312,230,0.07799,347,0.0742,180.7849829,0.0742,180.7849829,0
CER 2021,Current Policies,NL,2034,0.16898917,0.051,0.0739,180.7849829,0.137,256,0.312,230,0.07799,347,0.0739,180.7849829,0.0739,180.7849829,0
CER 2021,Current Policies,NL,2035,0.169927798,0.051,0.0737,180.7849829,0.136,256,0.312,230,0.07799,347,0.0737,180.7849829,0.0737,180.7849829,0
CER 2021,Current Policies,NL,2036,0.170866426,0.051,0.0736,180.7849829,0.135,256,0.312,230,0.07799,347,0.0736,180.7849829,0.0736,180.7849829,0
CER 2021,Current Policies,NL,2037,0.171841155,0.051,0.0734,180.7849829,0.135,256,0.312,230,0.07799,347,0.0734,180.7849829,0.0734,180.7849829,0
CER 2021,Current Policies,NL,2038,0.172779783,0.051,0.0733,180.7849829,0.134,256,0.312,230,0.07799,347,0.0733,180.7849829,0.0733,180.7849829,0
CER 2021,Current Policies,NL,2039,0.173754513,0.051,0.0732,180.7849829,0.133,256,0.312,230,0.07799,347,0.0732,180.7849829,0.0732,180.7849829,0
CER 2021,Current Policies,NL,2040,0.174693141,0.051,0.0731,180.7849829,0.133,256,0.312,230,0.07799,347,0.0731,180.7849829,0.0731,180.7849829,0
CER 2021,Current Policies,NL,2041,0.17566787,0.051,0.073,180.7849829,0.132,256,0.312,230,0.07799,347,0.073,180.7849829,0.073,180.7849829,0
CER 2021,Current Policies,NL,2042,0.176606498,0.051,0.073,180.7849829,0.132,256,0.312,230,0.07799,347,0.073,180.7849829,0.073,180.7849829,0
CER 2021,Current Policies,NL,2043,0.177581227,0.051,0.073,180.7849829,0.131,256,0.312,230,0.07799,347,0.073,180.7849829,0.073,180.7849829,0
CER 2021,Current Policies,NL,2044,0.178519856,0.051,0.0729,180.7849829,0.131,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,NL,2045,0.179458484,0.051,0.0729,180.7849829,0.13,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,NL,2046,0.180433213,0.051,0.0729,180.7849829,0.13,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,NL,2047,0.181371841,0.051,0.0729,180.7849829,0.129,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,NL,2048,0.18234657,0.051,0.0728,180.7849829,0.129,256,0.312,230,0.07799,347,0.0728,180.7849829,0.0728,180.7849829,0
CER 2021,Current Policies,NL,2049,0.183285199,0.051,0.0727,180.7849829,0.128,256,0.312,230,0.07799,347,0.0727,180.7849829,0.0727,180.7849829,0
CER 2021,Current Policies,NL,2050,0.184259928,0.051,0.0726,180.7849829,0.128,256,0.312,230,0.07799,347,0.0726,180.7849829,0.0726,180.7849829,0
CER 2021,Current Policies,PE,2021,0.204440433,0,0.0569,180.7849829,0.105,256,0.312,230,0.07799,347,0.0569,180.7849829,0.0569,180.7849829,0
CER 2021,Current Policies,PE,2022,0.204693141,0,0.0584,180.7849829,0.108,256,0.312,230,0.07799,347,0.0584,180.7849829,0.0584,180.7849829,0
CER 2021,Current Policies,PE,2023,0.204945848,0,0.0609,180.7849829,0.113,256,0.312,230,0.07799,347,0.0609,180.7849829,0.0609,180.7849829,0
CER 2021,Current Policies,PE,2024,0.205162455,0,0.0631,180.7849829,0.116,256,0.312,230,0.07799,347,0.0631,180.7849829,0.0631,180.7849829,0
CER 2021,Current Policies,PE,2025,0.205415162,0,0.0653,180.7849829,0.12,256,0.312,230,0.07799,347,0.0653,180.7849829,0.0653,180.7849829,0
CER 2021,Current Policies,PE,2026,0.205631769,0,0.0673,180.7849829,0.124,256,0.312,230,0.07799,347,0.0673,180.7849829,0.0673,180.7849829,0
CER 2021,Current Policies,PE,2027,0.205848375,0,0.0694,180.7849829,0.128,256,0.312,230,0.07799,347,0.0694,180.7849829,0.0694,180.7849829,0
CER 2021,Current Policies,PE,2028,0.206028881,0,0.0714,180.7849829,0.131,256,0.312,230,0.07799,347,0.0714,180.7849829,0.0714,180.7849829,0
CER 2021,Current Policies,PE,2029,0.206245487,0,0.0733,180.7849829,0.134,256,0.312,230,0.07799,347,0.0733,180.7849829,0.0733,180.7849829,0
CER 2021,Current Policies,PE,2030,0.206425993,0,0.0751,180.7849829,0.137,256,0.312,230,0.07799,347,0.0751,180.7849829,0.0751,180.7849829,0
CER 2021,Current Policies,PE,2031,0.206895307,0,0.0748,180.7849829,0.135,256,0.312,230,0.07799,347,0.0748,180.7849829,0.0748,180.7849829,0
CER 2021,Current Policies,PE,2032,0.20732852,0,0.0744,180.7849829,0.134,256,0.312,230,0.07799,347,0.0744,180.7849829,0.0744,180.7849829,0
CER 2021,Current Policies,PE,2033,0.207797834,0,0.0742,180.7849829,0.133,256,0.312,230,0.07799,347,0.0742,180.7849829,0.0742,180.7849829,0
CER 2021,Current Policies,PE,2034,0.208267148,0,0.0739,180.7849829,0.132,256,0.312,230,0.07799,347,0.0739,180.7849829,0.0739,180.7849829,0
CER 2021,Current Policies,PE,2035,0.208736462,0,0.0737,180.7849829,0.131,256,0.312,230,0.07799,347,0.0737,180.7849829,0.0737,180.7849829,0
CER 2021,Current Policies,PE,2036,0.209205776,0,0.0736,180.7849829,0.13,256,0.312,230,0.07799,347,0.0736,180.7849829,0.0736,180.7849829,0
CER 2021,Current Policies,PE,2037,0.20967509,0,0.0734,180.7849829,0.13,256,0.312,230,0.07799,347,0.0734,180.7849829,0.0734,180.7849829,0
CER 2021,Current Policies,PE,2038,0.210144404,0,0.0733,180.7849829,0.129,256,0.312,230,0.07799,347,0.0733,180.7849829,0.0733,180.7849829,0
CER 2021,Current Policies,PE,2039,0.210613718,0,0.0732,180.7849829,0.128,256,0.312,230,0.07799,347,0.0732,180.7849829,0.0732,180.7849829,0
CER 2021,Current Policies,PE,2040,0.211083032,0,0.0731,180.7849829,0.128,256,0.312,230,0.07799,347,0.0731,180.7849829,0.0731,180.7849829,0
CER 2021,Current Policies,PE,2041,0.211552347,0,0.073,180.7849829,0.127,256,0.312,230,0.07799,347,0.073,180.7849829,0.073,180.7849829,0
CER 2021,Current Policies,PE,2042,0.212021661,0,0.073,180.7849829,0.127,256,0.312,230,0.07799,347,0.073,180.7849829,0.073,180.7849829,0
CER 2021,Current Policies,PE,2043,0.212490975,0,0.073,180.7849829,0.126,256,0.312,230,0.07799,347,0.073,180.7849829,0.073,180.7849829,0
CER 2021,Current Policies,PE,2044,0.212960289,0,0.0729,180.7849829,0.126,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,PE,2045,0.213429603,0,0.0729,180.7849829,0.125,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,PE,2046,0.213898917,0,0.0729,180.7849829,0.125,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,PE,2047,0.214368231,0,0.0729,180.7849829,0.124,256,0.312,230,0.07799,347,0.0729,180.7849829,0.0729,180.7849829,0
CER 2021,Current Policies,PE,2048,0.214837545,0,0.0728,180.7849829,0.124,256,0.312,230,0.07799,347,0.0728,180.7849829,0.0728,180.7849829,0
CER 2021,Current Policies,PE,2049,0.215306859,0,0.0727,180.7849829,0.123,256,0.312,230,0.07799,347,0.0727,180.7849829,0.0727,180.7849829,0
CER 2021,Current Policies,PE,2050,0.215776173,0,0.0726,180.7849829,0.122,256,0.312,230,0.07799,347,0.0726,180.7849829,0.0726,180.7849829,0
CER 2021,Current Policies,NS,2021,0.180722022,240,0.094,180.7849829,0.113,256,0.312,230,0.07799,347,0.094,180.7849829,0.094,180.7849829,0
CER 2021,Current Policies,NS,2022,0.182527076,240,0.0955,180.7849829,0.116,256,0.312,230,0.07799,347,0.0955,180.7849829,0.0955,180.7849829,0
CER 2021,Current Policies,NS,2023,0.184729242,240,0.098,180.7849829,0.121,256,0.312,230,0.07799,347,0.098,180.7849829,0.098,180.7849829,0
CER 2021,Current Policies,NS,2024,0.186787004,240,0.1002,180.7849829,0.124,256,0.312,230,0.07799,347,0.1002,180.7849829,0.1002,180.7849829,0
CER 2021,Current Policies,NS,2025,0.188880866,240,0.1023,180.7849829,0.128,256,0.312,230,0.07799,347,0.1023,180.7849829,0.1023,180.7849829,0
CER 2021,Current Policies,NS,2026,0.190830325,240,0.1044,180.7849829,0.132,256,0.312,230,0.07799,347,0.1044,180.7849829,0.1044,180.7849829,0
CER 2021,Current Policies,NS,2027,0.19267148,240,0.1064,180.7849829,0.136,256,0.312,230,0.07799,347,0.1064,180.7849829,0.1064,180.7849829,0
CER 2021,Current Policies,NS,2028,0.194440433,240,0.1084,180.7849829,0.139,256,0.312,230,0.07799,347,0.1084,180.7849829,0.1084,180.7849829,0
CER 2021,Current Policies,NS,2029,0.196064982,240,0.1103,180.7849829,0.142,256,0.312,230,0.07799,347,0.1103,180.7849829,0.1103,180.7849829,0
CER 2021,Current Policies,NS,2030,0.197617329,240,0.1121,180.7849829,0.145,256,0.312,230,0.07799,347,0.1121,180.7849829,0.1121,180.7849829,0
CER 2021,Current Policies,NS,2031,0.198483755,7.6,0.1117,180.7849829,0.144,256,0.312,230,0.07799,347,0.1117,180.7849829,0.1117,180.7849829,0
CER 2021,Current Policies,NS,2032,0.199386282,7.6,0.1113,180.7849829,0.142,256,0.312,230,0.07799,347,0.1113,180.7849829,0.1113,180.7849829,0
CER 2021,Current Policies,NS,2033,0.200252708,7.6,0.111,180.7849829,0.141,256,0.312,230,0.07799,347,0.111,180.7849829,0.111,180.7849829,0
CER 2021,Current Policies,NS,2034,0.201155235,7.6,0.1108,180.7849829,0.14,256,0.312,230,0.07799,347,0.1108,180.7849829,0.1108,180.7849829,0
CER 2021,Current Policies,NS,2035,0.202057762,7.6,0.1105,180.7849829,0.139,256,0.312,230,0.07799,347,0.1105,180.7849829,0.1105,180.7849829,0
CER 2021,Current Policies,NS,2036,0.202924188,7.6,0.1104,180.7849829,0.138,256,0.312,230,0.07799,347,0.1104,180.7849829,0.1104,180.7849829,0
CER 2021,Current Policies,NS,2037,0.203826715,7.6,0.1102,180.7849829,0.138,256,0.312,230,0.07799,347,0.1102,180.7849829,0.1102,180.7849829,0
CER 2021,Current Policies,NS,2038,0.204729242,7.6,0.11,180.7849829,0.137,256,0.312,230,0.07799,347,0.11,180.7849829,0.11,180.7849829,0
CER 2021,Current Policies,NS,2039,0.205595668,7.6,0.1099,180.7849829,0.136,256,0.312,230,0.07799,347,0.1099,180.7849829,0.1099,180.7849829,0
CER 2021,Current Policies,NS,2040,0.206498195,7.6,0.1098,180.7849829,0.136,256,0.312,230,0.07799,347,0.1098,180.7849829,0.1098,180.7849829,0
CER 2021,Current Policies,NS,2041,0.207364621,7.6,0.1097,180.7849829,0.135,256,0.312,230,0.07799,347,0.1097,180.7849829,0.1097,180.7849829,0
CER 2021,Current Policies,NS,2042,0.208267148,7.6,0.1097,180.7849829,0.135,256,0.312,230,0.07799,347,0.1097,180.7849829,0.1097,180.7849829,0
CER 2021,Current Policies,NS,2043,0.209169675,7.6,0.1096,180.7849829,0.134,256,0.312,230,0.07799,347,0.1096,180.7849829,0.1096,180.7849829,0
CER 2021,Current Policies,NS,2044,0.210036101,7.6,0.1095,180.7849829,0.134,256,0.312,230,0.07799,347,0.1095,180.7849829,0.1095,180.7849829,0
CER 2021,Current Policies,NS,2045,0.210938628,7.6,0.1095,180.7849829,0.133,256,0.312,230,0.07799,347,0.1095,180.7849829,0.1095,180.7849829,0
CER 2021,Current Policies,NS,2046,0.211841155,7.6,0.1094,180.7849829,0.133,256,0.312,230,0.07799,347,0.1094,180.7849829,0.1094,180.7849829,0
CER 2021,Current Policies,NS,2047,0.212707581,7.6,0.1094,180.7849829,0.132,256,0.312,230,0.07799,347,0.1094,180.7849829,0.1094,180.7849829,0
CER 2021,Current Policies,NS,2048,0.213610108,7.6,0.1093,180.7849829,0.132,256,0.312,230,0.07799,347,0.1093,180.7849829,0.1093,180.7849829,0
CER 2021,Current Policies,NS,2049,0.214476534,7.6,0.1092,180.7849829,0.131,256,0.312,230,0.07799,347,0.1092,180.7849829,0.1092,180.7849829,0
CER 2021,Current Policies,NS,2050,0.215379061,7.6,0.1091,180.7849829,0.131,256,0.312,230,0.07799,347,0.1091,180.7849829,0.1091,180.7849829,0
CER 2021,Current Policies,NB,2021,0.174945848,87,0.0482,180.7849829,0.124,256,0.312,230,0.07799,347,0.0482,180.7849829,0.0482,180.7849829,0
CER 2021,Current Policies,NB,2022,0.177111913,87,0.0478,180.7849829,0.126,256,0.312,230,0.07799,347,0.0478,180.7849829,0.0478,180.7849829,0
CER 2021,Current Policies,NB,2023,0.179277978,87,0.0505,180.7849829,0.131,256,0.312,230,0.07799,347,0.0505,180.7849829,0.0505,180.7849829,0
CER 2021,Current Policies,NB,2024,0.18133574,87,0.0529,180.7849829,0.135,256,0.312,230,0.07799,347,0.0529,180.7849829,0.0529,180.7849829,0
CER 2021,Current Policies,NB,2025,0.183393502,87,0.0553,180.7849829,0.139,256,0.312,230,0.07799,347,0.0553,180.7849829,0.0553,180.7849829,0
CER 2021,Current Policies,NB,2026,0.18534296,87,0.0576,180.7849829,0.143,256,0.312,230,0.07799,347,0.0576,180.7849829,0.0576,180.7849829,0
CER 2021,Current Policies,NB,2027,0.187220217,87,0.06,180.7849829,0.146,256,0.312,230,0.07799,347,0.06,180.7849829,0.06,180.7849829,0
CER 2021,Current Policies,NB,2028,0.188953069,87,0.0622,180.7849829,0.15,256,0.312,230,0.07799,347,0.0622,180.7849829,0.0622,180.7849829,0
CER 2021,Current Policies,NB,2029,0.190577617,87,0.0643,180.7849829,0.153,256,0.312,230,0.07799,347,0.0643,180.7849829,0.0643,180.7849829,0
CER 2021,Current Policies,NB,2030,0.192093863,87,0.0664,180.7849829,0.156,256,0.312,230,0.07799,347,0.0664,180.7849829,0.0664,180.7849829,0
CER 2021,Current Policies,NB,2031,0.193285199,24,0.0662,180.7849829,0.154,256,0.312,230,0.07799,347,0.0662,180.7849829,0.0662,180.7849829,0
CER 2021,Current Policies,NB,2032,0.194476534,24,0.0661,180.7849829,0.153,256,0.312,230,0.07799,347,0.0661,180.7849829,0.0661,180.7849829,0
CER 2021,Current Policies,NB,2033,0.19566787,24,0.066,180.7849829,0.152,256,0.312,230,0.07799,347,0.066,180.7849829,0.066,180.7849829,0
CER 2021,Current Policies,NB,2034,0.196823105,24,0.0659,180.7849829,0.151,256,0.312,230,0.07799,347,0.0659,180.7849829,0.0659,180.7849829,0
CER 2021,Current Policies,NB,2035,0.19801444,24,0.0658,180.7849829,0.15,256,0.312,230,0.07799,347,0.0658,180.7849829,0.0658,180.7849829,0
CER 2021,Current Policies,NB,2036,0.199205776,24,0.0659,180.7849829,0.149,256,0.312,230,0.07799,347,0.0659,180.7849829,0.0659,180.7849829,0
CER 2021,Current Policies,NB,2037,0.200397112,24,0.0659,180.7849829,0.148,256,0.312,230,0.07799,347,0.0659,180.7849829,0.0659,180.7849829,0
CER 2021,Current Policies,NB,2038,0.201588448,24,0.0659,180.7849829,0.148,256,0.312,230,0.07799,347,0.0659,180.7849829,0.0659,180.7849829,0
CER 2021,Current Policies,NB,2039,0.202779783,24,0.066,180.7849829,0.147,256,0.312,230,0.07799,347,0.066,180.7849829,0.066,180.7849829,0
CER 2021,Current Policies,NB,2040,0.203971119,24,0.066,180.7849829,0.147,256,0.312,230,0.07799,347,0.066,180.7849829,0.066,180.7849829,0
CER 2021,Current Policies,NB,2041,0.205162455,24,0.0661,180.7849829,0.146,256,0.312,230,0.07799,347,0.0661,180.7849829,0.0661,180.7849829,0
CER 2021,Current Policies,NB,2042,0.206353791,24,0.0661,180.7849829,0.145,256,0.312,230,0.07799,347,0.0661,180.7849829,0.0661,180.7849829,0
CER 2021,Current Policies,NB,2043,0.207545126,24,0.0662,180.7849829,0.145,256,0.312,230,0.07799,347,0.0662,180.7849829,0.0662,180.7849829,0
CER 2021,Current Policies,NB,2044,0.208736462,24,0.0663,180.7849829,0.145,256,0.312,230,0.07799,347,0.0663,180.7849829,0.0663,180.7849829,0
CER 2021,Current Policies,NB,2045,0.209927798,24,0.0664,180.7849829,0.144,256,0.312,230,0.07799,347,0.0664,180.7849829,0.0664,180.7849829,0
CER 2021,Current Policies,NB,2046,0.211083032,24,0.0665,180.7849829,0.144,256,0.312,230,0.07799,347,0.0665,180.7849829,0.0665,180.7849829,0
CER 2021,Current Policies,NB,2047,0.212274368,24,0.0666,180.7849829,0.143,256,0.312,230,0.07799,347,0.0666,180.7849829,0.0666,180.7849829,0
CER 2021,Current Policies,NB,2048,0.213465704,24,0.0666,180.7849829,0.143,256,0.312,230,0.07799,347,0.0666,180.7849829,0.0666,180.7849829,0
CER 2021,Current Policies,NB,2049,0.21465704,24,0.0667,180.7849829,0.142,256,0.312,230,0.07799,347,0.0667,180.7849829,0.0667,180.7849829,0
CER 2021,Current Policies,NB,2050,0.215848375,24,0.0668,180.7849829,0.141,256,0.312,230,0.07799,347,0.0668,180.7849829,0.0668,180.7849829,0
CER 2021,Current Policies,QC,2021,0.102490975,5.4,0.0616,181.4334471,0.12,256,0.312,230,0.07799,347,0.0616,181.4334471,0.0616,181.4334471,0
CER 2021,Current Policies,QC,2022,0.102888087,5.4,0.0631,181.4334471,0.122,256,0.312,230,0.07799,347,0.0631,181.4334471,0.0631,181.4334471,0
CER 2021,Current Policies,QC,2023,0.103285199,5.4,0.0656,181.4334471,0.127,256,0.312,230,0.07799,347,0.0656,181.4334471,0.0656,181.4334471,0
CER 2021,Current Policies,QC,2024,0.10368231,5.4,0.0677,181.4334471,0.131,256,0.312,230,0.07799,347,0.0677,181.4334471,0.0677,181.4334471,0
CER 2021,Current Policies,QC,2025,0.104079422,5.4,0.0697,181.4334471,0.135,256,0.312,230,0.07799,347,0.0697,181.4334471,0.0697,181.4334471,0
CER 2021,Current Policies,QC,2026,0.104476534,5.4,0.0717,181.4334471,0.138,256,0.312,230,0.07799,347,0.0717,181.4334471,0.0717,181.4334471,0
CER 2021,Current Policies,QC,2027,0.104873646,5.4,0.0737,181.4334471,0.142,256,0.312,230,0.07799,347,0.0737,181.4334471,0.0737,181.4334471,0
CER 2021,Current Policies,QC,2028,0.105270758,5.4,0.0757,181.4334471,0.145,256,0.312,230,0.07799,347,0.0757,181.4334471,0.0757,181.4334471,0
CER 2021,Current Policies,QC,2029,0.105703971,5.4,0.0775,181.4334471,0.148,256,0.312,230,0.07799,347,0.0775,181.4334471,0.0775,181.4334471,0
CER 2021,Current Policies,QC,2030,0.106101083,5.4,0.0792,181.4334471,0.151,256,0.312,230,0.07799,347,0.0792,181.4334471,0.0792,181.4334471,0
CER 2021,Current Policies,QC,2031,0.106823105,2.7,0.0788,181.4334471,0.149,256,0.312,230,0.07799,347,0.0788,181.4334471,0.0788,181.4334471,0
CER 2021,Current Policies,QC,2032,0.107545126,2.7,0.0784,181.4334471,0.148,256,0.312,230,0.07799,347,0.0784,181.4334471,0.0784,181.4334471,0
CER 2021,Current Policies,QC,2033,0.108303249,2.7,0.0781,181.4334471,0.146,256,0.312,230,0.07799,347,0.0781,181.4334471,0.0781,181.4334471,0
CER 2021,Current Policies,QC,2034,0.109025271,2.7,0.0778,181.4334471,0.145,256,0.312,230,0.07799,347,0.0778,181.4334471,0.0778,181.4334471,0
CER 2021,Current Policies,QC,2035,0.109747292,2.7,0.0776,181.4334471,0.144,256,0.312,230,0.07799,347,0.0776,181.4334471,0.0776,181.4334471,0
CER 2021,Current Policies,QC,2036,0.110505415,2.7,0.0774,181.4334471,0.144,256,0.312,230,0.07799,347,0.0774,181.4334471,0.0774,181.4334471,0
CER 2021,Current Policies,QC,2037,0.111227437,2.7,0.0772,181.4334471,0.143,256,0.312,230,0.07799,347,0.0772,181.4334471,0.0772,181.4334471,0
CER 2021,Current Policies,QC,2038,0.111949458,2.7,0.077,181.4334471,0.142,256,0.312,230,0.07799,347,0.077,181.4334471,0.077,181.4334471,0
CER 2021,Current Policies,QC,2039,0.11267148,2.7,0.0769,181.4334471,0.142,256,0.312,230,0.07799,347,0.0769,181.4334471,0.0769,181.4334471,0
CER 2021,Current Policies,QC,2040,0.113429603,2.7,0.0768,181.4334471,0.141,256,0.312,230,0.07799,347,0.0768,181.4334471,0.0768,181.4334471,0
CER 2021,Current Policies,QC,2041,0.114151625,2.7,0.0766,181.4334471,0.14,256,0.312,230,0.07799,347,0.0766,181.4334471,0.0766,181.4334471,0
CER 2021,Current Policies,QC,2042,0.114873646,2.7,0.0766,181.4334471,0.14,256,0.312,230,0.07799,347,0.0766,181.4334471,0.0766,181.4334471,0
CER 2021,Current Policies,QC,2043,0.115631769,2.7,0.0765,181.4334471,0.139,256,0.312,230,0.07799,347,0.0765,181.4334471,0.0765,181.4334471,0
CER 2021,Current Policies,QC,2044,0.116353791,2.7,0.0764,181.4334471,0.139,256,0.312,230,0.07799,347,0.0764,181.4334471,0.0764,181.4334471,0
CER 2021,Current Policies,QC,2045,0.117075812,2.7,0.0764,181.4334471,0.138,256,0.312,230,0.07799,347,0.0764,181.4334471,0.0764,181.4334471,0
CER 2021,Current Policies,QC,2046,0.117797834,2.7,0.0763,181.4334471,0.138,256,0.312,230,0.07799,347,0.0763,181.4334471,0.0763,181.4334471,0
CER 2021,Current Policies,QC,2047,0.118555957,2.7,0.0762,181.4334471,0.137,256,0.312,230,0.07799,347,0.0762,181.4334471,0.0762,181.4334471,0
CER 2021,Current Policies,QC,2048,0.119277978,2.7,0.0761,181.4334471,0.137,256,0.312,230,0.07799,347,0.0761,181.4334471,0.0761,181.4334471,0
CER 2021,Current Policies,QC,2049,0.12,2.7,0.0761,181.4334471,0.136,256,0.312,230,0.07799,347,0.0761,181.4334471,0.0761,181.4334471,0
CER 2021,Current Policies,QC,2050,0.12,2.7,0.0759,181.4334471,0.135,256,0.312,230,0.07799,347,0.0759,181.4334471,0.0759,181.4334471,0
CER 2021,Current Policies,ON,2021,0.250180505,26,0.0385,180.9556314,0.136,256,0.312,230,0.07799,347,0.0385,180.9556314,0.0385,180.9556314,0
CER 2021,Current Policies,ON,2022,0.252888087,26,0.04,180.9556314,0.139,256,0.312,230,0.07799,347,0.04,180.9556314,0.04,180.9556314,0
CER 2021,Current Policies,ON,2023,0.255631769,26,0.0426,180.9556314,0.144,256,0.312,230,0.07799,347,0.0426,180.9556314,0.0426,180.9556314,0
CER 2021,Current Policies,ON,2024,0.258231047,26,0.0447,180.9556314,0.147,256,0.312,230,0.07799,347,0.0447,180.9556314,0.0447,180.9556314,0
CER 2021,Current Policies,ON,2025,0.260830325,26,0.0469,180.9556314,0.151,256,0.312,230,0.07799,347,0.0469,180.9556314,0.0469,180.9556314,0
CER 2021,Current Policies,ON,2026,0.263285199,26,0.0489,180.9556314,0.155,256,0.312,230,0.07799,347,0.0489,180.9556314,0.0489,180.9556314,0
CER 2021,Current Policies,ON,2027,0.265595668,26,0.051,180.9556314,0.159,256,0.312,230,0.07799,347,0.051,180.9556314,0.051,180.9556314,0
CER 2021,Current Policies,ON,2028,0.267797834,26,0.053,180.9556314,0.162,256,0.312,230,0.07799,347,0.053,180.9556314,0.053,180.9556314,0
CER 2021,Current Policies,ON,2029,0.269819495,26,0.0549,180.9556314,0.165,256,0.312,230,0.07799,347,0.0549,180.9556314,0.0549,180.9556314,0
CER 2021,Current Policies,ON,2030,0.271732852,26,0.0567,180.9556314,0.168,256,0.312,230,0.07799,347,0.0567,180.9556314,0.0567,180.9556314,0
CER 2021,Current Policies,ON,2031,0.273429603,9.3,0.0564,180.9556314,0.166,256,0.312,230,0.07799,347,0.0564,180.9556314,0.0564,180.9556314,0
CER 2021,Current Policies,ON,2032,0.275162455,9.3,0.056,180.9556314,0.165,256,0.312,230,0.07799,347,0.056,180.9556314,0.056,180.9556314,0
CER 2021,Current Policies,ON,2033,0.276859206,9.3,0.0557,180.9556314,0.164,256,0.312,230,0.07799,347,0.0557,180.9556314,0.0557,180.9556314,0
CER 2021,Current Policies,ON,2034,0.278555957,9.3,0.0555,180.9556314,0.163,256,0.312,230,0.07799,347,0.0555,180.9556314,0.0555,180.9556314,0
CER 2021,Current Policies,ON,2035,0.280252708,9.3,0.0553,180.9556314,0.162,256,0.312,230,0.07799,347,0.0553,180.9556314,0.0553,180.9556314,0
CER 2021,Current Policies,ON,2036,0.281949458,9.3,0.0551,180.9556314,0.161,256,0.312,230,0.07799,347,0.0551,180.9556314,0.0551,180.9556314,0
CER 2021,Current Policies,ON,2037,0.28368231,9.3,0.055,180.9556314,0.161,256,0.312,230,0.07799,347,0.055,180.9556314,0.055,180.9556314,0
